Customer_ID,Customer_Name,Gender,City,Customer_Segment
CUST-0046,Brett Smith,ذكر,القاهرة,Regular
CUST-0047,Dr. Melissa Phillips,ذكر,طنطا,New
CUST-0048,Steven Wilson,ذكر,بورسعيد,Regular
CUST-0049,Michelle Wall,أنثى,القاهرة,New
CUST-0050,Robert Moore,أنثى,بورسعيد,Regular
CUST-0051,Sandra Steele,أنثى,بورسعيد,New
CUST-0052,Eric Ramirez,ذكر,الإسكندرية,Regular
CUST-0053,Anthony Rodriguez,ذكر,الجيزة,New
CUST-0054,William Allen,أنثى,الإسكندرية,Regular
CUST-0055,Eric Walsh,أنثى,الإسكندرية,New
CUST-0056,Robert Raymond,أنثى,بورسعيد,Regular
CUST-0057,Jonathon Daniels,ذكر,الإسكندرية,New
CUST-0058,Jason Hernandez,أنثى,الإسكندرية,Regular
CUST-0059,Elizabeth Mason,أنثى,بورسعيد,Regular
CUST-0060,Jennifer Gomez,أنثى,بورسعيد,VIP
CUST-0061,Robert Murphy,أنثى,القاهرة,VIP
CUST-0062,Bruce Wilson,أنثى,المنصورة,VIP
CUST-0063,Mrs. Tonya Dean MD,ذكر,القاهرة,Regular
CUST-0064,Dr. Debra Valdez,ذكر,بورسعيد,VIP
CUST-0065,Gary Buckley,أنثى,طنطا,Regular
CUST-0066,Taylor Adams,أنثى,القاهرة,VIP
CUST-0067,Katrina Daniels,ذكر,الإسكندرية,Regular
CUST-0068,David Green,أنثى,القاهرة,Regular
CUST-0069,Tanner Chavez,أنثى,الإسكندرية,New
CUST-0070,Thomas Ruiz,أنثى,طنطا,Regular
CUST-0071,Christine Perez,ذكر,المنصورة,New
CUST-0072,Aaron Harper,ذكر,بورسعيد,Regular
CUST-0073,Nancy Scott,ذكر,المنصورة,Regular
CUST-0074,Michael Edwards,ذكر,الإسكندرية,Regular
CUST-0075,Theodore Martinez,أنثى,القاهرة,New
CUST-0076,Lydia Fernandez,ذكر,بورسعيد,Regular
CUST-0077,William Butler,ذكر,المنصورة,Regular
CUST-0078,April Wagner,ذكر,الإسكندرية,Regular
CUST-0079,Richard Sampson,ذكر,طنطا,New
CUST-0080,Katrina Alvarez,ذكر,القاهرة,New
CUST-0081,Erin Murphy,أنثى,بورسعيد,Regular
CUST-0082,Jenny Reyes,أنثى,القاهرة,VIP
CUST-0083,Michael Delgado,ذكر,المنصورة,Regular
CUST-0084,Crystal Maldonado,أنثى,الجيزة,VIP
CUST-0085,Clifford Moore,ذكر,طنطا,Regular
CUST-0086,Sherri Lambert,ذكر,المنصورة,Regular
CUST-0087,Don Moore,ذكر,بورسعيد,Regular
CUST-0088,Carolyn Foster,أنثى,الجيزة,Regular
CUST-0089,Daniel Reilly,ذكر,المنصورة,Regular
CUST-0090,Angela Henry,ذكر,الجيزة,Regular
CUST-0091,Marcia Casey,أنثى,الجيزة,New
CUST-0092,Alexis Webster,ذكر,المنصورة,Regular
CUST-0093,Tiffany Bush,ذكر,القاهرة,Regular
CUST-0094,Larry Kelly,أنثى,المنصورة,Regular
CUST-0095,Mr. Bradley Keith,ذكر,القاهرة,Regular
CUST-0096,Kayla Thomas,ذكر,الجيزة,Regular
CUST-0097,Trevor Brown,ذكر,طنطا,Regular
CUST-0098,Michael Perez,أنثى,بورسعيد,Regular
CUST-0099,Tyler Haas,أنثى,بورسعيد,Regular
CUST-0100,Lisa Anderson,ذكر,الجيزة,VIP
CUST-0101,Ricky Young,ذكر,الإسكندرية,Regular
CUST-0102,Julia Smith,ذكر,الإسكندرية,Regular
CUST-0103,Brian Holland,ذكر,الإسكندرية,New
CUST-0104,Ryan Young,أنثى,القاهرة,Regular
CUST-0105,Steven Brown,أنثى,الإسكندرية,Regular
CUST-0106,Randy Sawyer,أنثى,الجيزة,Regular
CUST-0107,Matthew Gomez,أنثى,الإسكندرية,New
CUST-0108,Kendra Smith,ذكر,المنصورة,VIP
CUST-0109,Shawn Kaiser,ذكر,القاهرة,Regular
CUST-0110,Elizabeth Peterson,أنثى,بورسعيد,VIP
CUST-0111,John Ruiz,ذكر,طنطا,Regular
CUST-0112,Nicole Davis,أنثى,المنصورة,Regular
CUST-0113,Charles Perkins,أنثى,بورسعيد,New
CUST-0114,Sophia Chandler,ذكر,طنطا,Regular
CUST-0115,Kathy Kennedy,ذكر,الجيزة,Regular
CUST-0116,Michael Allen,أنثى,القاهرة,Regular
CUST-0117,Jacob Giles,ذكر,الجيزة,VIP
CUST-0118,Shane Oliver,أنثى,المنصورة,New
CUST-0119,Stephen French,ذكر,الإسكندرية,New
CUST-0120,Brian Lopez,ذكر,طنطا,Regular
CUST-0121,David Bishop,أنثى,الإسكندرية,Regular
CUST-0122,Ryan Reynolds,أنثى,القاهرة,Regular
CUST-0123,Cory Thomas,أنثى,القاهرة,Regular
CUST-0124,Amy Barber,أنثى,القاهرة,Regular
CUST-0125,Ebony Stephenson,أنثى,المنصورة,Regular
CUST-0126,Michele Levine,أنثى,بورسعيد,New
CUST-0127,William Miller,ذكر,طنطا,VIP
CUST-0128,Monica Huber,ذكر,الإسكندرية,New
CUST-0129,Adam Gaines,أنثى,القاهرة,Regular
CUST-0130,Jessica Rodriguez,ذكر,القاهرة,Regular
CUST-0131,Lisa Trujillo,ذكر,الإسكندرية,Regular
CUST-0132,Samantha Armstrong,ذكر,طنطا,New
CUST-0133,John Moss,أنثى,بورسعيد,VIP
CUST-0134,Leslie Murray,أنثى,بورسعيد,VIP
CUST-0135,Andrea Walker,ذكر,الجيزة,New
CUST-0136,Brittany Mack,أنثى,القاهرة,Regular
CUST-0137,James Gray,أنثى,المنصورة,New
CUST-0138,Ashley Hernandez,أنثى,القاهرة,Regular
CUST-0139,Kayla Richmond,أنثى,الجيزة,Regular
CUST-0140,Amanda Bowers,أنثى,القاهرة,VIP
CUST-0141,Mark Thornton,أنثى,الجيزة,Regular
CUST-0142,Walter Gonzales,أنثى,بورسعيد,Regular
CUST-0143,Patrick Sherman,ذكر,الجيزة,Regular
CUST-0144,Kenneth Diaz,أنثى,المنصورة,New
CUST-0145,Andrea Edwards,ذكر,الإسكندرية,VIP
CUST-0146,Heather Hartman,أنثى,الإسكندرية,New
CUST-0147,William Scott,ذكر,المنصورة,Regular
CUST-0148,Emily Jones,أنثى,الجيزة,New
CUST-0149,Brandon Knight,أنثى,القاهرة,Regular
CUST-0150,Phillip Guzman,أنثى,طنطا,New
CUST-0151,Tyler Wells,ذكر,طنطا,Regular
CUST-0152,Daniel Wade,ذكر,الإسكندرية,Regular
CUST-0153,Holly Lee,ذكر,القاهرة,Regular
CUST-0154,Regina Gallagher,ذكر,طنطا,Regular
CUST-0155,Glenda Hammond,أنثى,القاهرة,New
CUST-0156,Joseph Lane,ذكر,طنطا,Regular
CUST-0157,Tim Simmons,ذكر,المنصورة,New
CUST-0158,April Adams,ذكر,بورسعيد,Regular
CUST-0159,Erik Harmon,أنثى,طنطا,New
CUST-0160,Joe Thomas,أنثى,الجيزة,VIP
CUST-0161,Amber Lee,ذكر,طنطا,Regular
CUST-0162,Darlene Hull,ذكر,بورسعيد,New
CUST-0163,Emily Arellano,ذكر,الإسكندرية,Regular
CUST-0164,Thomas Camacho,ذكر,طنطا,VIP
CUST-0165,Kim Mcdonald,أنثى,الجيزة,VIP
CUST-0166,Kelsey Hull,أنثى,القاهرة,New
CUST-0167,Martin Smith,أنثى,المنصورة,Regular
CUST-0168,Angela Hill,ذكر,الجيزة,Regular
CUST-0169,Courtney Anderson,أنثى,طنطا,VIP
CUST-0170,Jay Burch,ذكر,طنطا,VIP
CUST-0171,Ellen Guzman,ذكر,المنصورة,New
CUST-0172,Scott Molina,أنثى,الإسكندرية,Regular
CUST-0173,Natalie Wilkins,ذكر,الإسكندرية,Regular
CUST-0174,Michael Cox,أنثى,الجيزة,VIP
CUST-0175,Tina Sharp,ذكر,المنصورة,Regular
CUST-0176,Elizabeth Price,ذكر,الإسكندرية,VIP
CUST-0177,John Ward,أنثى,القاهرة,Regular
CUST-0178,Kevin Perry,أنثى,طنطا,Regular
CUST-0179,Rebecca Reed,ذكر,القاهرة,New
CUST-0180,Michelle Adkins,أنثى,بورسعيد,New
CUST-0181,Mrs. Michelle Moore MD,ذكر,الجيزة,Regular
CUST-0182,Jordan Armstrong MD,ذكر,الإسكندرية,Regular
CUST-0183,Megan Garrett,أنثى,القاهرة,VIP
CUST-0184,Lisa Stone,ذكر,القاهرة,VIP
CUST-0185,Jose Hernandez,أنثى,طنطا,New
CUST-0186,Brandon Spencer,ذكر,بورسعيد,Regular
CUST-0187,Thomas Thomas,أنثى,القاهرة,Regular
CUST-0188,Tina Vega,أنثى,بورسعيد,New
CUST-0189,Melissa Phillips,ذكر,الإسكندرية,Regular
CUST-0190,Janice Burns,ذكر,القاهرة,Regular
CUST-0191,Joseph Thompson,ذكر,الإسكندرية,Regular
CUST-0192,David Cameron,ذكر,المنصورة,Regular
CUST-0193,Tyler Wallace,ذكر,الجيزة,VIP
CUST-0194,Heather Miller,أنثى,طنطا,New
CUST-0195,Steven Hogan,ذكر,الإسكندرية,Regular
CUST-0196,Angela Long,ذكر,بورسعيد,Regular
CUST-0197,Carol Davis,ذكر,المنصورة,Regular
CUST-0198,Rita Torres,ذكر,المنصورة,Regular
CUST-0199,Krista Brooks,أنثى,القاهرة,New
CUST-0200,Jessica Maxwell,ذكر,بورسعيد,Regular
CUST-0201,Timothy Howard,ذكر,الإسكندرية,Regular
CUST-0202,Dawn Sexton,ذكر,المنصورة,Regular
CUST-0203,Kenneth Anderson,ذكر,بورسعيد,Regular
CUST-0204,Kimberly Krause,ذكر,بورسعيد,New
CUST-0205,Brian Martinez,ذكر,بورسعيد,Regular
CUST-0206,Alejandro Anderson,أنثى,الإسكندرية,New
CUST-0207,Bobby Freeman,أنثى,المنصورة,Regular
CUST-0208,Kelly Romero,أنثى,الإسكندرية,Regular
CUST-0209,Thomas Leach,أنثى,الإسكندرية,Regular
CUST-0210,Laura Johnson,أنثى,طنطا,Regular
CUST-0211,Cindy Hill,ذكر,طنطا,Regular
CUST-0212,Kimberly Harding,أنثى,الإسكندرية,Regular
CUST-0213,Lindsey Collier,أنثى,القاهرة,Regular
CUST-0214,Brandon Olson,ذكر,المنصورة,New
CUST-0215,Allison Bailey,أنثى,بورسعيد,Regular
CUST-0216,Darren Wilson,أنثى,الجيزة,New
CUST-0217,Roger Bell Jr.,ذكر,القاهرة,Regular
CUST-0218,Todd Drake Jr.,أنثى,الجيزة,New
CUST-0219,Evan Dunn,ذكر,المنصورة,Regular
CUST-0220,Connie Meyers,أنثى,الجيزة,Regular
CUST-0221,Stephanie Bell,ذكر,القاهرة,Regular
CUST-0222,Carrie Kemp,ذكر,القاهرة,Regular
CUST-0223,Logan Key,ذكر,المنصورة,New
CUST-0224,Cassandra Kidd,أنثى,بورسعيد,VIP
CUST-0225,Brett Jenkins,أنثى,بورسعيد,Regular
CUST-0226,Stephanie Rodriguez,ذكر,بورسعيد,VIP
CUST-0227,Andrew Mills,ذكر,المنصورة,New
CUST-0228,Jeffrey Bailey,أنثى,القاهرة,New
CUST-0229,Kimberly Garcia,أنثى,القاهرة,Regular
CUST-0230,Rachael Taylor,أنثى,طنطا,Regular
CUST-0231,Wendy Smith,ذكر,طنطا,Regular
CUST-0232,Natalie Walker,أنثى,المنصورة,Regular
CUST-0233,Mr. Thomas Vaughn,أنثى,الجيزة,Regular
CUST-0234,Lori Caldwell,ذكر,الجيزة,New
CUST-0235,Christine Lopez,أنثى,بورسعيد,Regular
CUST-0236,Jennifer House,ذكر,القاهرة,New
CUST-0237,Lance Powers,ذكر,الجيزة,Regular
CUST-0238,Mark Walter,ذكر,المنصورة,New
CUST-0239,Morgan Turner,ذكر,الإسكندرية,New
CUST-0240,Megan Stokes,ذكر,الجيزة,VIP
CUST-0241,Kristin Hill,أنثى,القاهرة,New
CUST-0242,Christopher Davila,أنثى,القاهرة,Regular
CUST-0243,Jennifer Combs,أنثى,الإسكندرية,Regular
CUST-0244,Tom Callahan,ذكر,المنصورة,Regular
CUST-0245,Debra Roman,أنثى,طنطا,Regular
CUST-0246,Kenneth Floyd,أنثى,القاهرة,Regular
CUST-0247,Kimberly White,ذكر,الإسكندرية,Regular
CUST-0248,Ryan Neal,ذكر,الجيزة,Regular
CUST-0249,Jacob Ballard,ذكر,الإسكندرية,Regular
CUST-0250,Shirley Sanders,ذكر,المنصورة,Regular
CUST-0251,Kathryn Kent,أنثى,القاهرة,Regular
CUST-0252,Brian Collins,أنثى,الإسكندرية,New
CUST-0253,Mason Beck,ذكر,الجيزة,New
CUST-0254,Sherry Rubio,أنثى,المنصورة,Regular
CUST-0255,Ashley Mcdonald,أنثى,الإسكندرية,Regular
CUST-0256,Lisa Robinson,ذكر,الإسكندرية,VIP
CUST-0257,Nicholas Peterson,أنثى,الجيزة,Regular
CUST-0258,Benjamin Hughes,ذكر,القاهرة,VIP
CUST-0259,Noah Wells,ذكر,الجيزة,Regular
CUST-0260,Aaron Mitchell,ذكر,بورسعيد,Regular
CUST-0261,Evan Richmond,ذكر,الجيزة,Regular
CUST-0262,Leonard Romero,أنثى,الإسكندرية,New
CUST-0263,Jennifer Blake,أنثى,الجيزة,Regular
CUST-0264,Sara Dixon,أنثى,الجيزة,New
CUST-0265,Susan Wall,أنثى,الجيزة,Regular
CUST-0266,Lisa Collins,ذكر,الإسكندرية,Regular
CUST-0267,Andrew Weaver,أنثى,القاهرة,Regular
CUST-0268,Joel Garcia,أنثى,طنطا,VIP
CUST-0269,Raymond Walker,أنثى,الإسكندرية,Regular
CUST-0270,Benjamin Flowers,أنثى,المنصورة,Regular
CUST-0271,Tonya Liu,ذكر,القاهرة,VIP
CUST-0272,Andrew Guzman,أنثى,الجيزة,Regular
CUST-0273,Tonya Lopez,ذكر,بورسعيد,New
CUST-0274,Seth Harper,أنثى,بورسعيد,Regular
CUST-0275,Daniel Mccann,ذكر,الجيزة,VIP
CUST-0276,Nicholas Flowers,أنثى,طنطا,Regular
CUST-0277,Amy Le,ذكر,الإسكندرية,Regular
CUST-0278,Devin Walton,ذكر,المنصورة,VIP
CUST-0279,Dawn Jennings,أنثى,الجيزة,New
CUST-0280,Lori Holland,ذكر,الجيزة,Regular
CUST-0281,Yvonne Nichols,أنثى,بورسعيد,Regular
CUST-0282,Stephanie Burgess,ذكر,المنصورة,Regular
CUST-0283,Danielle Sloan,ذكر,الإسكندرية,Regular
CUST-0284,Christopher Torres,أنثى,المنصورة,VIP
CUST-0285,Tracy Ferrell,ذكر,الجيزة,Regular
CUST-0286,Alexa Davis,أنثى,المنصورة,VIP
CUST-0287,Joel Johnson,ذكر,المنصورة,New
CUST-0288,Christopher Buchanan,أنثى,بورسعيد,Regular
CUST-0289,Annette Cox,أنثى,بورسعيد,New
CUST-0290,Brian Thomas,ذكر,الجيزة,New
CUST-0291,Jason Mendoza,أنثى,الإسكندرية,New
CUST-0292,Martha Goodman,أنثى,القاهرة,Regular
CUST-0293,Lisa Ford,أنثى,المنصورة,Regular
CUST-0294,Andrew Gonzales,ذكر,طنطا,New
CUST-0295,Brian Bell,ذكر,بورسعيد,Regular
CUST-0296,Michele Trevino,أنثى,المنصورة,Regular
CUST-0297,Gregory Drake,ذكر,بورسعيد,New
CUST-0298,Robert Flynn,ذكر,الجيزة,Regular
CUST-0299,Lisa Jones,أنثى,الجيزة,New
CUST-0300,Megan Maddox,ذكر,الجيزة,Regular
CUST-0301,Lisa Proctor,أنثى,القاهرة,Regular
CUST-0302,Nathan Johnson,أنثى,طنطا,Regular
CUST-0303,Patricia Rodriguez,ذكر,بورسعيد,Regular
CUST-0304,Shirley Brown,أنثى,المنصورة,Regular
CUST-0305,Timothy Freeman,أنثى,الجيزة,Regular
CUST-0306,Brandon Lane,ذكر,الجيزة,New
CUST-0307,Amber Gray,ذكر,الجيزة,VIP
CUST-0308,Jessica Welch,ذكر,طنطا,Regular
CUST-0309,Michelle Dudley,ذكر,طنطا,Regular
CUST-0310,Kelly Giles,ذكر,القاهرة,Regular
CUST-0311,Ellen Ellis,أنثى,طنطا,New
CUST-0312,Lisa Santiago,أنثى,الجيزة,Regular
CUST-0313,Bill Barr,أنثى,القاهرة,New
CUST-0314,Zachary Mcdonald,أنثى,طنطا,Regular
CUST-0315,Audrey Becker,ذكر,الجيزة,New
CUST-0316,Mark Oliver,ذكر,الجيزة,Regular
CUST-0317,Kelly Jones,ذكر,الإسكندرية,Regular
CUST-0318,Maria Duran,ذكر,الإسكندرية,VIP
CUST-0319,Paul Smith,أنثى,القاهرة,Regular
CUST-0320,Katherine Cline,أنثى,طنطا,Regular
CUST-0321,Kenneth Edwards,أنثى,الإسكندرية,Regular
CUST-0322,Ann Carr DVM,أنثى,طنطا,Regular
CUST-0323,Richard Boyd,ذكر,المنصورة,New
CUST-0324,Belinda Rodriguez,أنثى,الجيزة,Regular
CUST-0325,Cameron Brown,أنثى,الإسكندرية,Regular
CUST-0326,Roberto Steele,أنثى,طنطا,New
CUST-0327,Vicki Robinson,ذكر,طنطا,Regular
CUST-0328,Brendan Clark,ذكر,الإسكندرية,Regular
CUST-0329,Jade King,ذكر,بورسعيد,New
CUST-0330,Christopher Hale,أنثى,طنطا,New
CUST-0331,Deborah Thornton,ذكر,الجيزة,Regular
CUST-0332,Betty Jones,أنثى,بورسعيد,Regular
CUST-0333,Tracey Hudson,ذكر,الجيزة,Regular
CUST-0334,Meredith Davis,أنثى,القاهرة,Regular
CUST-0335,Rachael Haney,ذكر,بورسعيد,Regular
CUST-0336,April Taylor,أنثى,بورسعيد,New
CUST-0337,Alyssa Figueroa,ذكر,الجيزة,VIP
CUST-0338,Nichole Henderson,ذكر,المنصورة,New
CUST-0339,Catherine Willis,ذكر,الإسكندرية,Regular
CUST-0340,Lisa Shelton,أنثى,بورسعيد,VIP
CUST-0341,Ashley Jones,أنثى,طنطا,Regular
CUST-0342,Angela Ponce,أنثى,الجيزة,Regular
CUST-0343,Natalie Chavez,أنثى,بورسعيد,VIP
CUST-0344,Philip Mckee,أنثى,بورسعيد,Regular
CUST-0345,Sandra Smith,ذكر,القاهرة,Regular
CUST-0346,William Munoz,أنثى,القاهرة,Regular
CUST-0347,Robert Kelly,ذكر,المنصورة,Regular
CUST-0348,Theresa Roberts,أنثى,الإسكندرية,New
CUST-0349,Stefanie Hunter,أنثى,المنصورة,Regular
CUST-0350,Jeffrey Gallegos,أنثى,طنطا,Regular
CUST-0351,Kimberly Pugh,ذكر,الجيزة,Regular
CUST-0352,Catherine Thomas,ذكر,القاهرة,Regular
CUST-0353,Debra Brown,أنثى,طنطا,Regular
CUST-0354,Pamela Maynard,أنثى,الإسكندرية,New
CUST-0355,Andrea Hubbard,ذكر,الإسكندرية,New
CUST-0356,Alan Trujillo,أنثى,القاهرة,VIP
CUST-0357,Peter Alvarez,ذكر,المنصورة,Regular
CUST-0358,Miguel Porter,ذكر,المنصورة,Regular
CUST-0359,Andrew Brown,ذكر,الإسكندرية,New
CUST-0360,Barbara Rasmussen,أنثى,طنطا,VIP
CUST-0361,Rodney Gallegos,أنثى,الجيزة,Regular
CUST-0362,Robert Carney,أنثى,الإسكندرية,Regular
CUST-0363,James Mccall MD,أنثى,الجيزة,Regular
CUST-0364,Calvin Frye,ذكر,الإسكندرية,Regular
CUST-0365,Kayla Taylor,ذكر,الجيزة,Regular
CUST-0366,Mary Rose,أنثى,بورسعيد,Regular
CUST-0367,Willie Erickson,ذكر,المنصورة,Regular
CUST-0368,Taylor Reese,ذكر,المنصورة,New
CUST-0369,John Williams,ذكر,طنطا,VIP
CUST-0370,David Williams,أنثى,الجيزة,New
CUST-0371,Linda Ferguson,أنثى,طنطا,Regular
CUST-0372,Jessica Li,ذكر,الإسكندرية,Regular
CUST-0373,Barry Burton,أنثى,القاهرة,New
CUST-0374,Austin Griffin,ذكر,القاهرة,Regular
CUST-0375,Courtney Smith,أنثى,القاهرة,New
CUST-0376,Jennifer Morgan,ذكر,الجيزة,Regular
CUST-0377,Scott Williams,أنثى,المنصورة,Regular
CUST-0378,Donna Cantu,أنثى,الجيزة,Regular
CUST-0379,Sara Carlson,ذكر,المنصورة,Regular
CUST-0380,Keith Jacobs,ذكر,المنصورة,Regular
CUST-0381,Stacy Miller,ذكر,الإسكندرية,VIP
CUST-0382,Lawrence Robinson,أنثى,بورسعيد,Regular
CUST-0383,Jason Campos,أنثى,طنطا,Regular
CUST-0384,Joseph Hanson,ذكر,طنطا,Regular
CUST-0385,Rita Turner,أنثى,القاهرة,Regular
CUST-0386,Amanda Moore,ذكر,بورسعيد,New
CUST-0387,Sue Villarreal,أنثى,بورسعيد,Regular
CUST-0388,Stephen Kelley,أنثى,الجيزة,Regular
CUST-0389,Paul Wood,ذكر,بورسعيد,Regular
CUST-0390,Barry Taylor,أنثى,الإسكندرية,Regular
CUST-0391,Adam Foster,ذكر,بورسعيد,Regular
CUST-0392,Dana Bartlett,ذكر,طنطا,VIP
CUST-0393,Christopher Rodgers,أنثى,الإسكندرية,Regular
CUST-0394,Natalie Todd,أنثى,طنطا,Regular
CUST-0395,Christopher Ward,أنثى,القاهرة,Regular
CUST-0396,Bryan Randall,أنثى,المنصورة,Regular
CUST-0397,Angelica Chen,أنثى,بورسعيد,New
CUST-0398,Courtney Curtis,ذكر,الإسكندرية,VIP
CUST-0399,Shannon Walker,ذكر,الجيزة,VIP
CUST-0400,Virginia Taylor,أنثى,طنطا,New
CUST-0401,Travis Harper,أنثى,الإسكندرية,Regular
CUST-0402,Jeremy Melton,ذكر,طنطا,Regular
CUST-0403,Brandon Saunders,أنثى,الإسكندرية,Regular
CUST-0404,Natalie Shields,ذكر,بورسعيد,Regular
CUST-0405,Jon Crosby,ذكر,الإسكندرية,Regular
CUST-0406,Amber Kaiser,ذكر,الجيزة,Regular
CUST-0407,Robert Nichols,أنثى,القاهرة,Regular
CUST-0408,Amy Lewis,أنثى,القاهرة,Regular
CUST-0409,Ralph Avila,أنثى,الإسكندرية,VIP
CUST-0410,Mathew Sanders,ذكر,الجيزة,Regular
CUST-0411,Denise Ritter MD,ذكر,الإسكندرية,Regular
CUST-0412,Kevin Hays,أنثى,المنصورة,Regular
CUST-0413,John Edwards,أنثى,الجيزة,Regular
CUST-0414,Gloria Perez,ذكر,الإسكندرية,Regular
CUST-0415,Joseph Peterson,ذكر,القاهرة,Regular
CUST-0416,Todd Orozco,ذكر,طنطا,Regular
CUST-0417,Michelle Wade,أنثى,الإسكندرية,New
CUST-0418,Louis Cruz,أنثى,بورسعيد,Regular
CUST-0419,Christy Ellis,ذكر,الجيزة,Regular
CUST-0420,Scott Nguyen,أنثى,المنصورة,New
CUST-0421,Abigail Montgomery,ذكر,الجيزة,New
CUST-0422,Susan Lee,ذكر,القاهرة,New
CUST-0423,David Reyes,ذكر,بورسعيد,Regular
CUST-0424,Hannah Benton,أنثى,القاهرة,VIP
CUST-0425,Robert Campbell,أنثى,طنطا,VIP
CUST-0426,Carl Fox,أنثى,الجيزة,Regular
CUST-0427,Jose Martinez,ذكر,المنصورة,Regular
CUST-0428,Alyssa Everett,أنثى,طنطا,New
CUST-0429,Christina Davis,ذكر,بورسعيد,Regular
CUST-0430,Sheila Odom,ذكر,القاهرة,Regular
CUST-0431,Caitlin Little,أنثى,طنطا,Regular
CUST-0432,Sherry Wells,أنثى,المنصورة,Regular
CUST-0433,Michael Alvarez MD,ذكر,الجيزة,Regular
CUST-0434,Douglas Lucas,أنثى,القاهرة,New
CUST-0435,Christina Blackwell,ذكر,طنطا,New
CUST-0436,Maria Smith,أنثى,بورسعيد,New
CUST-0437,Robert Scott,ذكر,الإسكندرية,Regular
CUST-0438,Wyatt Herring,أنثى,المنصورة,Regular
CUST-0439,Michael Johnson,ذكر,بورسعيد,Regular
CUST-0440,Mary King,أنثى,طنطا,New
CUST-0441,Charles Vargas,ذكر,بورسعيد,Regular
CUST-0442,Randy Gonzales,أنثى,بورسعيد,Regular
CUST-0443,Daniel Patton,ذكر,بورسعيد,Regular
CUST-0444,William Williams,أنثى,المنصورة,New
CUST-0445,Keith Herrera,ذكر,الجيزة,Regular
CUST-0446,Ian Brooks,ذكر,المنصورة,Regular
CUST-0447,Samantha Vincent,ذكر,طنطا,VIP
CUST-0448,Gerald Howard,أنثى,بورسعيد,Regular
CUST-0449,Pamela Ellis,أنثى,المنصورة,Regular
CUST-0450,Valerie Allen,أنثى,بورسعيد,Regular
CUST-0451,Bryan Vaughn,ذكر,الإسكندرية,New
CUST-0452,Howard Cobb,ذكر,طنطا,Regular
CUST-0453,Jamie Rodriguez,ذكر,بورسعيد,VIP
CUST-0454,Mr. Robert Lane DDS,ذكر,الإسكندرية,Regular
CUST-0455,Diana Walsh,ذكر,الإسكندرية,Regular
CUST-0456,Jorge Martinez,أنثى,المنصورة,VIP
CUST-0457,Craig Vasquez,أنثى,القاهرة,New
CUST-0458,Samantha Shepard,أنثى,الجيزة,Regular
CUST-0459,William May,ذكر,المنصورة,Regular
CUST-0460,Edward Hill,ذكر,الإسكندرية,Regular
