Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit
4709,CA-2017-138149,29-Jun-17,30-Jun-17,First_Class,WB-21850,William_Brown,Consumer,United_States,Los_Angeles,California,90049,West,OFF-ST-10002974,Office_Supplies,Storage,"Trav-L-File_Heavy-Duty_Shuttle_II,_Black",130.71,3,0,39.213
4710,CA-2017-138149,29-Jun-17,30-Jun-17,First_Class,WB-21850,William_Brown,Consumer,United_States,Los_Angeles,California,90049,West,OFF-AR-10000255,Office_Supplies,Art,Newell_328,11.68,2,0,3.0368
5218,CA-2017-134635,15-Apr-17,17-Apr-17,Second_Class,NS-18640,Noel_Staavos,Corporate,United_States,Los_Angeles,California,90049,West,OFF-PA-10002254,Office_Supplies,Paper,Xerox_1883,79.14,3,0,36.4044
5328,CA-2014-130813,6-Jan-14,8-Jan-14,Second_Class,LS-17230,Lycoris_Saunders,Consumer,United_States,Los_Angeles,California,90049,West,OFF-PA-10002005,Office_Supplies,Paper,Xerox_225,19.44,3,0,9.3312
5737,CA-2014-148614,20-Jan-14,25-Jan-14,Standard_Class,MV-17485,Mark_Van_Huff,Consumer,United_States,Los_Angeles,California,90049,West,OFF-PA-10002893,Office_Supplies,Paper,"Wirebound_Service_Call_Books,_5_1/2""_x_4""",19.36,2,0,9.2928
5896,CA-2014-168305,1-Nov-14,8-Nov-14,Standard_Class,PL-18925,Paul_Lucas,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-LA-10003498,Office_Supplies,Labels,Avery_475,44.4,3,0,22.2
5897,CA-2014-168305,1-Nov-14,8-Nov-14,Standard_Class,PL-18925,Paul_Lucas,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-PA-10004947,Office_Supplies,Paper,Easy-staple_paper,21.4,5,0,9.63
5942,CA-2017-112431,12-Oct-17,14-Oct-17,Second_Class,RW-19690,Robert_Waldorf,Consumer,United_States,Los_Angeles,California,90049,West,OFF-AR-10000940,Office_Supplies,Art,Newell_343,5.88,2,0,1.5876
6009,CA-2015-135580,30-Dec-15,3-Jan-16,Standard_Class,CL-12565,Clay_Ludtke,Consumer,United_States,Los_Angeles,California,90049,West,OFF-PA-10000595,Office_Supplies,Paper,Xerox_1929,68.52,3,0,31.5192
6010,CA-2015-135580,30-Dec-15,3-Jan-16,Standard_Class,CL-12565,Clay_Ludtke,Consumer,United_States,Los_Angeles,California,90049,West,OFF-ST-10000798,Office_Supplies,Storage,2300_Heavy-Duty_Transfer_File_Systems_by_Perma,74.94,3,0,14.2386
6012,CA-2015-135580,30-Dec-15,3-Jan-16,Standard_Class,CL-12565,Clay_Ludtke,Consumer,United_States,Los_Angeles,California,90049,West,OFF-EN-10003296,Office_Supplies,Envelopes,Tyvek_Side-Opening_Peel_&_Seel_Expanding_Envelopes,271.44,3,0,122.148
6018,CA-2014-102652,6-Apr-14,12-Apr-14,Standard_Class,AY-10555,Andy_Yotov,Corporate,United_States,Los_Angeles,California,90049,West,OFF-PA-10003309,Office_Supplies,Paper,Xerox_211,19.44,3,0,9.3312
6019,CA-2014-102652,6-Apr-14,12-Apr-14,Standard_Class,AY-10555,Andy_Yotov,Corporate,United_States,Los_Angeles,California,90049,West,OFF-PA-10001977,Office_Supplies,Paper,Xerox_194,55.48,1,0,26.6304
6030,US-2016-112970,14-Nov-16,15-Nov-16,First_Class,TB-21250,Tim_Brockman,Consumer,United_States,Los_Angeles,California,90049,West,OFF-AR-10003829,Office_Supplies,Art,Newell_35,9.84,3,0,2.8536
6160,CA-2016-161025,3-Dec-16,9-Dec-16,Standard_Class,GM-14440,Gary_McGarr,Consumer,United_States,Los_Angeles,California,90049,West,OFF-ST-10001932,Office_Supplies,Storage,Fellowes_Staxonsteel_Drawer_Files,772.68,4,0,108.1752
6284,CA-2016-100944,24-Sep-16,28-Sep-16,Standard_Class,EH-13765,Edward_Hooks,Corporate,United_States,Los_Angeles,California,90049,West,OFF-EN-10001453,Office_Supplies,Envelopes,"Tyvek_Interoffice_Envelopes,_9_1/2""_x_12_1/2"",_100/Box",304.9,5,0,143.303
7067,CA-2016-147473,30-May-16,3-Jun-16,Standard_Class,NL-18310,Nancy_Lomonaco,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-PA-10004782,Office_Supplies,Paper,Xerox_228,38.88,6,0,18.6624
7237,CA-2014-138737,7-Dec-14,10-Dec-14,First_Class,FP-14320,Frank_Preis,Consumer,United_States,Los_Angeles,California,90049,West,OFF-AR-10003190,Office_Supplies,Art,Newell_32,8.64,3,0,2.4192
7245,US-2017-151127,22-May-17,25-May-17,First_Class,RL-19615,Rob_Lucas,Consumer,United_States,Los_Angeles,California,90049,West,OFF-AR-10002445,Office_Supplies,Art,SANFORD_Major_Accent_Highlighters,49.56,7,0,18.8328
7393,CA-2017-147844,2-May-17,6-May-17,Standard_Class,DD-13570,Dorothy_Dickinson,Consumer,United_States,Los_Angeles,California,90049,West,OFF-PA-10003016,Office_Supplies,Paper,"Adams_""While_You_Were_Out""_Message_Pads",15.7,5,0,7.065
7394,CA-2017-147844,2-May-17,6-May-17,Standard_Class,DD-13570,Dorothy_Dickinson,Consumer,United_States,Los_Angeles,California,90049,West,OFF-AR-10001615,Office_Supplies,Art,Newell_34,59.52,3,0,15.4752
7395,CA-2017-147844,2-May-17,6-May-17,Standard_Class,DD-13570,Dorothy_Dickinson,Consumer,United_States,Los_Angeles,California,90049,West,OFF-PA-10002713,Office_Supplies,Paper,"Adams_Phone_Message_Book,_200_Message_Capacity,_8_1/16”_x_11”",34.4,5,0,15.824
7657,US-2014-120740,15-Apr-14,15-Apr-14,Same_Day,PS-18970,Paul_Stevenson,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-AP-10000240,Office_Supplies,Appliances,Belkin_F9G930V10-GRY_9_Outlet_Surge,106.96,2,0,31.0184
7854,CA-2015-144890,25-Dec-15,29-Dec-15,Standard_Class,SM-20320,Sean_Miller,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-PA-10001526,Office_Supplies,Paper,Xerox_1949,9.96,2,0,4.8804
7967,CA-2015-138219,23-Mar-15,30-Mar-15,Standard_Class,BP-11095,Bart_Pistole,Corporate,United_States,Los_Angeles,California,90049,West,OFF-PA-10000380,Office_Supplies,Paper,"REDIFORM_Incoming/Outgoing_Call_Register,_11""_X_8_1/2"",_100_Messages",33.36,4,0,16.68
8055,CA-2015-121188,28-Aug-15,4-Sep-15,Standard_Class,CB-12025,Cassandra_Brandow,Consumer,United_States,Los_Angeles,California,90049,West,OFF-ST-10001490,Office_Supplies,Storage,"Hot_File_7-Pocket,_Floor_Stand",892.35,5,0,267.705
8057,CA-2015-121188,28-Aug-15,4-Sep-15,Standard_Class,CB-12025,Cassandra_Brandow,Consumer,United_States,Los_Angeles,California,90049,West,OFF-ST-10000736,Office_Supplies,Storage,Carina_Double_Wide_Media_Storage_Towers_in_Natural_&_Black,728.82,9,0,29.1528
8173,CA-2014-114125,9-Jul-14,13-Jul-14,Standard_Class,GH-14410,Gary_Hansen,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-LA-10004559,Office_Supplies,Labels,Avery_49,2.88,1,0,1.4112
8175,CA-2014-114125,9-Jul-14,13-Jul-14,Standard_Class,GH-14410,Gary_Hansen,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-ST-10001505,Office_Supplies,Storage,"Perma_STOR-ALL_Hanging_File_Box,_13_1/8""W_x_12_1/4""D_x_10_1/2""H",23.92,4,0,4.0664
8492,CA-2017-106824,7-Jul-17,11-Jul-17,Standard_Class,AT-10735,Annie_Thurman,Consumer,United_States,Los_Angeles,California,90049,West,OFF-FA-10001135,Office_Supplies,Fasteners,"Brites_Rubber_Bands,_1_1/2_oz._Box",5.94,3,0,0.1188
8504,CA-2014-164903,20-Feb-14,24-Feb-14,Standard_Class,SR-20740,Steven_Roelle,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-PA-10003363,Office_Supplies,Paper,Xerox_204,12.96,2,0,6.2208
8549,CA-2015-149566,5-Dec-15,10-Dec-15,Standard_Class,GB-14530,George_Bell,Corporate,United_States,Los_Angeles,California,90049,West,OFF-LA-10000452,Office_Supplies,Labels,Avery_488,12.6,4,0,6.048
8588,CA-2017-162015,11-Jul-17,18-Jul-17,Standard_Class,KB-16240,Karen_Bern,Corporate,United_States,Los_Angeles,California,90049,West,OFF-AP-10003040,Office_Supplies,Appliances,Fellowes_8_Outlet_Superior_Workstation_Surge_Protector_w/o_Phone/Fax/Modem_Protection,168.1,5,0,43.706
9043,CA-2015-168760,22-Sep-15,26-Sep-15,Second_Class,MM-18280,Muhammed_MacIntyre,Corporate,United_States,Los_Angeles,California,90049,West,OFF-AP-10004532,Office_Supplies,Appliances,Kensington_6_Outlet_Guardian_Standard_Surge_Protector,61.44,3,0,16.5888
9216,CA-2016-152646,21-Nov-16,26-Nov-16,Standard_Class,TH-21235,Tiffany_House,Corporate,United_States,Los_Angeles,California,90049,West,OFF-PA-10004451,Office_Supplies,Paper,Xerox_222,32.4,5,0,15.552
9229,CA-2014-153619,3-Nov-14,3-Nov-14,Same_Day,TC-21535,Tracy_Collins,Home_Office,United_States,Los_Angeles,California,90049,West,OFF-AR-10001868,Office_Supplies,Art,Prang_Dustless_Chalk_Sticks,6.72,4,0,3.36
9521,CA-2016-101189,4-Feb-16,9-Feb-16,Standard_Class,JB-15400,Jennifer_Braxton,Corporate,United_States,Los_Angeles,California,90049,West,OFF-ST-10004180,Office_Supplies,Storage,Safco_Commercial_Shelving,93.02,2,0,3.7208
9617,CA-2016-140256,22-Aug-16,29-Aug-16,Standard_Class,PW-19030,Pauline_Webber,Corporate,United_States,Los_Angeles,California,90049,West,OFF-AR-10002255,Office_Supplies,Art,Newell_346,5.76,2,0,1.6704
9732,CA-2017-124261,14-Nov-17,19-Nov-17,Standard_Class,JE-15715,Joe_Elijah,Consumer,United_States,Los_Angeles,California,90049,West,OFF-AR-10003504,Office_Supplies,Art,Newell_347,34.24,8,0,9.9296
27,CA-2016-121755,16-Jan-16,20-Jan-16,Second_Class,EH-13945,Eric_Hoffmann,Consumer,United_States,Los_Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB_Mini_TravelDrive_USB_2.0 Flash_Drive,90.57,3,0,11.7741
1626,CA-2015-157084,19-Dec-15,24-Dec-15,Standard_Class,JG-15160,James_Galang,Consumer,United_States,Los_Angeles,California,90049,West,TEC-AC-10002049,Technology,Accessories,Plantronics_Savi_W720_Multi-Device_Wireless_Headset_System,1265.85,3,0,556.974
1808,US-2016-116729,25-Dec-16,28-Dec-16,First_Class,GK-14620,Grace_Kelly,Corporate,United_States,Los_Angeles,California,90049,West,TEC-AC-10001465,Technology,Accessories,SanDisk_Cruzer_64_GB_USB_Flash_Drive,254.24,7,0,76.272
2067,CA-2014-106439,31-Oct-14,4-Nov-14,Standard_Class,GG-14650,Greg_Guthrie,Corporate,United_States,Los_Angeles,California,90049,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO_Ultrium_-_800_GB,251.91,9,0,47.8629
2709,CA-2015-121797,30-Jan-15,6-Feb-15,Standard_Class,CC-12145,Charles_Crestani,Consumer,United_States,Los_Angeles,California,90049,West,FUR-FU-10001876,Furniture,Furnishings,"Computer_Room_Manger,_14""",227.36,7,0,81.8496
2945,CA-2017-126242,19-Nov-17,24-Nov-17,Standard_Class,MC-18100,Mick_Crebagga,Consumer,United_States,Los_Angeles,California,90049,West,FUR-FU-10002685,Furniture,Furnishings,"Executive_Impressions_13-1/2""_Indoor/Outdoor_Wall_Clock",18.7,1,0,7.106
3129,CA-2014-136399,16-Dec-14,17-Dec-14,First_Class,CC-12100,Chad_Cunningham,Home_Office,United_States,Los_Angeles,California,90049,West,FUR-FU-10004090,Furniture,Furnishings,"Executive_Impressions_14""_Contract_Wall_Clock",44.46,2,0,14.6718
3131,CA-2014-136399,16-Dec-14,17-Dec-14,First_Class,CC-12100,Chad_Cunningham,Home_Office,United_States,Los_Angeles,California,90049,West,TEC-AC-10001142,Technology,Accessories,First_Data_FD10_PIN_Pad,395,5,0,39.5
3761,CA-2015-167745,18-Sep-15,23-Sep-15,Standard_Class,GB-14530,George_Bell,Corporate,United_States,Los_Angeles,California,90049,West,FUR-FU-10001591,Furniture,Furnishings,Advantus_Panel_Wall_Certificate_Holder_-_8.5x11,24.4,2,0,10.248
4338,CA-2015-125234,27-Nov-15,1-Dec-15,Standard_Class,SN-20710,Steve_Nguyen,Home_Office,United_States,Los_Angeles,California,90049,West,TEC-AC-10000158,Technology,Accessories,Sony_64GB_Class_10_Micro_SDHC_R40_Memory_Card,107.97,3,0,22.6737
4563,CA-2015-118871,4-Dec-15,9-Dec-15,Second_Class,HM-14860,Harry_Marie,Corporate,United_States,Los_Angeles,California,90049,West,FUR-FU-10002111,Furniture,Furnishings,"Master_Caster_Door_Stop,_Large_Brown",36.4,5,0,13.832
4711,CA-2017-138149,29-Jun-17,30-Jun-17,First_Class,WB-21850,William_Brown,Consumer,United_States,Los_Angeles,California,90049,West,TEC-AC-10001284,Technology,Accessories,Enermax_Briskie_RF_Wireless_Keyboard_and_Mouse_Combo,62.31,3,0,22.4316
5738,CA-2014-148614,20-Jan-14,25-Jan-14,Standard_Class,MV-17485,Mark_Van_Huff,Consumer,United_States,Los_Angeles,California,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon_Expressions_Desk_Accessory,_Wood_Pencil_Holder,_Oak",19.3,2,0,5.79
5941,CA-2017-112431,12-Oct-17,14-Oct-17,Second_Class,RW-19690,Robert_Waldorf,Consumer,United_States,Los_Angeles,California,90049,West,TEC-AC-10001465,Technology,Accessories,SanDisk_Cruzer_64_GB_USB_Flash_Drive,435.84,12,0,130.752
6016,CA-2014-102652,6-Apr-14,12-Apr-14,Standard_Class,AY-10555,Andy_Yotov,Corporate,United_States,Los_Angeles,California,90049,West,FUR-FU-10000747,Furniture,Furnishings,Tenex_B1-RE_Series_Chair_Mats_for_Low_Pile_Carpets,91.96,2,0,15.6332
6017,CA-2014-102652,6-Apr-14,12-Apr-14,Standard_Class,AY-10555,Andy_Yotov,Corporate,United_States,Los_Angeles,California,90049,West,FUR-FU-10001918,Furniture,Furnishings,C-Line_Cubicle_Keepers_Polyproplyene_Holder_With_Velcro_Backings,33.11,7,0,12.9129
6913,US-2017-128398,2-May-17,5-May-17,Second_Class,EM-13825,Elizabeth_Moffitt,Corporate,United_States,Los_Angeles,California,90049,West,TEC-AC-10001714,Technology,Accessories,Logitech MX_Performance_Wireless_Mouse,159.56,4,0,59.0372
7658,US-2014-120740,15-Apr-14,15-Apr-14,Same_Day,PS-18970,Paul_Stevenson,Home_Office,United_States,Los_Angeles,California,90049,West,FUR-FU-10004091,Furniture,Furnishings,"Howard_Miller_13""_Diameter_Goldtone_Round_Wall_Clock",187.76,4,0,76.9816
8060,CA-2015-121188,28-Aug-15,4-Sep-15,Standard_Class,CB-12025,Cassandra_Brandow,Consumer,United_States,Los_Angeles,California,90049,West,FUR-FU-10003981,Furniture,Furnishings,Eldon_Wave_Desk_Accessories,4.16,2,0,1.7472
8116,CA-2017-101014,29-Aug-17,4-Sep-17,Standard_Class,RW-19540,Rick_Wilson,Corporate,United_States,Los_Angeles,California,90049,West,FUR-FU-10003374,Furniture,Furnishings,Electrix_Fluorescent_Magnifier_Lamps_&_Weighted_Base,148.02,3,0,41.4456
8548,CA-2015-149566,5-Dec-15,10-Dec-15,Standard_Class,GB-14530,George_Bell,Corporate,United_States,Los_Angeles,California,90049,West,TEC-AC-10001266,Technology,Accessories,Memorex_Micro_Travel_Drive_8_GB,39,3,0,17.55
8587,CA-2017-162015,11-Jul-17,18-Jul-17,Standard_Class,KB-16240,Karen_Bern,Corporate,United_States,Los_Angeles,California,90049,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e_Mobile_Speakerphone,1287.45,5,0,244.6155
9141,CA-2017-123029,30-Sep-17,2-Oct-17,Second_Class,BT-11530,Bradley_Talbott,Home_Office,United_States,Los_Angeles,California,90049,West,TEC-AC-10002402,Technology,Accessories,Razer_Kraken_PRO_Over_Ear_PC_and_Music_Headset,159.98,2,0,47.994
9666,CA-2017-157448,16-Nov-17,20-Nov-17,Standard_Class,LC-16885,Lena_Creighton,Consumer,United_States,Los_Angeles,California,90049,West,FUR-FU-10003268,Furniture,Furnishings,Eldon_Radial_Chair_Mat_for_Low_to_Medium_Pile_Carpets,119.94,3,0,23.988
9667,CA-2017-157448,16-Nov-17,20-Nov-17,Standard_Class,LC-16885,Lena_Creighton,Consumer,United_States,Los_Angeles,California,90049,West,FUR-FU-10001847,Furniture,Furnishings,Eldon_Image_Series_Black_Desk_Accessories,12.42,3,0,4.4712
161,CA-2016-162733,11-May-16,12-May-16,First_Class,TT-21070,Ted_Trevino,Consumer,United_States,Los_Angeles,California,90045,West,OFF-PA-10002751,Office_Supplies,Paper,Xerox_1920,5.98,1,0,2.691
420,CA-2017-110478,4-Mar-17,9-Mar-17,Standard_Class,SP-20860,Sung_Pak,Corporate,United_States,Los_Angeles,California,90045,West,OFF-AR-10001573,Office_Supplies,Art,American_Pencil,9.32,4,0,2.7028
421,CA-2017-110478,4-Mar-17,9-Mar-17,Standard_Class,SP-20860,Sung_Pak,Corporate,United_States,Los_Angeles,California,90045,West,OFF-EN-10000483,Office_Supplies,Envelopes,"White_Envelopes,_White_Envelopes_with_Clear_Poly_Window",15.25,1,0,7.015
485,CA-2017-140963,10-Jun-17,13-Jun-17,First_Class,MT-18070,Michelle_Tran,Home_Office,United_States,Los_Angeles,California,90045,West,OFF-LA-10003923,Office_Supplies,Labels,Alphabetical_Labels_for_Top_Tab_Filing,29.6,2,0,14.8
557,CA-2016-113243,10-Jun-16,15-Jun-16,Standard_Class,OT-18730,Olvera_Toch,Consumer,United_States,Los_Angeles,California,90045,West,OFF-LA-10001297,Office_Supplies,Labels,Avery_473,20.7,2,0,9.936
559,CA-2016-113243,10-Jun-16,15-Jun-16,Standard_Class,OT-18730,Olvera_Toch,Consumer,United_States,Los_Angeles,California,90045,West,OFF-PA-10003441,Office_Supplies,Paper,Xerox_226,32.4,5,0,15.552
721,CA-2016-112942,13-Feb-16,18-Feb-16,Standard_Class,RD-19810,Ross_DeVincentis,Home_Office,United_States,Los_Angeles,California,90045,West,OFF-PA-10004092,Office_Supplies,Paper,Tops_Green_Bar_Computer_Printout_Paper,146.82,3,0,73.41
1142,CA-2014-146969,29-Sep-14,3-Oct-14,Standard_Class,AP-10915,Arthur_Prichep,Consumer,United_States,Los_Angeles,California,90045,West,FUR-FU-10004188,Furniture,Furnishings,Luxo_Professional_Combination_Clamp-On_Lamps,204.6,2,0,53.196
1143,CA-2014-146969,29-Sep-14,3-Oct-14,Standard_Class,AP-10915,Arthur_Prichep,Consumer,United_States,Los_Angeles,California,90045,West,OFF-FA-10001561,Office_Supplies,Fasteners,Stockwell_Push_Pins,8.72,4,0,2.8776
1144,CA-2014-146969,29-Sep-14,3-Oct-14,Standard_Class,AP-10915,Arthur_Prichep,Consumer,United_States,Los_Angeles,California,90045,West,OFF-PA-10002105,Office_Supplies,Paper,Xerox_223,6.48,1,0,3.1104
